"","plot_id","ts_index","break_dates","magnitude"
"341","p73136_3",79,2001-05-21,"0.227241855230567"
"342","p73348_1",36,1997-12-20,"0.162877258734124"
"343","p73348_1",42,1998-05-13,"0.332296668983417"
"344","p73348_1",49,1999-05-16,"0.285009875712774"
"345","p73348_1",60,2000-05-10,"0.278089537608025"
"346","p73348_1",71,2001-05-21,"0.180812619724074"
"347","p73348_1",99,2007-03-27,"0.0912582168885105"
"348","p73348_1",105,2008-05-24,"0.391961838330928"
"349","p73348_1",112,2009-05-03,"0.218178116624032"
"350","p73353_1",71,1998-02-22,"-0.430095705765183"
"351","p73353_1",81,1999-01-17,"-0.160831067836249"
"352","p73353_1",193,2008-02-26,"-0.277173092223489"
"353","p73353_1",203,2009-06-29,"-0.0894359487491219"
"354","p73353_3",72,1998-02-22,"-0.409857156361465"
"355","p73353_3",82,1999-01-08,"-0.0916389895893115"
"356","p73353_3",132,2001-02-15,"-0.0853877493002582"
"357","p73353_3",142,2001-06-15,"0.265431730996315"
"358","p73353_3",198,2008-02-26,"-0.273757771533514"
"359","p73353_3",208,2009-07-22,"-0.122488558178496"
"360","p73353_4",69,1998-02-22,"-0.3784125231582"
"361","p73353_4",78,1999-01-01,"-0.000561193947532956"
"362","p73353_4",135,2001-07-25,"0.068207594370669"
"363","p73353_4",185,2008-02-26,"-0.248753606224566"
"364","p73353_4",198,2009-12-06,"-0.12898163559165"
"365","p73353_4",244,2017-02-27,"-0.17252811519181"
"366","p73556_2",41,1997-02-19,"-0.132049910133709"
"367","p73556_2",87,2001-05-21,"0.0429897638570265"
"368","p73770_1",178,2004-07-17,"-0.139102971482805"
"369","p73770_3",127,2000-04-25,"-0.0738007976291577"
"370","p73770_3",182,2004-07-17,"-0.2761143979818"
"371","p73770_3",201,2009-08-07,"0.103901294946176"
"372","p73770_3",214,2011-02-18,"0.185929759902237"
"373","p74187_1",42,1998-11-14,"0.0913236881574893"
"374","p74187_1",50,1999-06-26,"0.314958160755047"
"375","p74187_1",98,2007-04-21,"-0.250597713660696"
"376","p74187_1",104,2008-04-23,"-0.00536675634285433"
"377","p74187_3",41,1999-01-01,"0.0602681771215625"
"378","p74187_3",48,1999-06-26,"0.462610377246154"
"379","p74187_3",80,2003-03-25,"0.0910942324702358"
"380","p74187_3",154,2018-08-25,"0.0879357487552105"
"381","p74187_4",42,1998-11-14,"0.0913236881574893"
"382","p74187_4",50,1999-06-26,"0.314958160755047"
"383","p74187_4",98,2007-04-21,"-0.250597713660696"
"384","p74187_4",104,2008-04-23,"-0.00536675634285433"
