landsat,row_path,date,longitude,latitude,time,NDVI,tps_coords,tp,CI1
LT05,024048,1993-01-07,-96.0940884994272,17.228923581420922,726422975615,0.6721970839617899,"17.2289235814209, -96.0940884994272",tp_68,3.776767676767677
LT05,024048,1993-03-12,-96.0940884994272,17.228923581420922,731952613144,0.4725168756027001,"17.2289235814209, -96.0940884994272",tp_68,3.5832072617246595
LT05,024048,1993-03-28,-96.0940884994272,17.228923581420922,733335014327,0.4194690265486726,"17.2289235814209, -96.0940884994272",tp_68,3.091579594345421
LT05,024048,1993-04-13,-96.0940884994272,17.228923581420922,734717422113,0.4693414080242241,"17.2289235814209, -96.0940884994272",tp_68,3.072282608695652
LT05,024048,1993-04-29,-96.0940884994272,17.228923581420922,736099828859,0.4592037839968467,"17.2289235814209, -96.0940884994272",tp_68,3.3117478510028655
LT05,024048,1993-05-15,-96.0940884994272,17.228923581420922,737482231618,0.5114060555785981,"17.2289235814209, -96.0940884994272",tp_68,3.339425587467363
LT05,024048,1993-05-31,-96.0940884994272,17.228923581420922,738864635287,0.6366496264254817,"17.2289235814209, -96.0940884994272",tp_68,4.422294548413344
LT05,024048,1993-07-18,-96.0940884994272,17.228923581420922,743011827108,0.6360282815862282,"17.2289235814209, -96.0940884994272",tp_68,3.0342312008978674
LT05,024048,1993-09-04,-96.0940884994272,17.228923581420922,747159024207,0.6774193548387096,"17.2289235814209, -96.0940884994272",tp_68,3.0217391304347827
LT05,024048,1993-12-09,-96.0940884994272,17.228923581420922,755453393615,0.6801087449025827,"17.2289235814209, -96.0940884994272",tp_68,4.0264496439471005
LT05,024048,1994-01-10,-96.0940884994272,17.228923581420922,758218170407,0.6313945339873861,"17.2289235814209, -96.0940884994272",tp_68,3.784776902887139
LT05,024048,1994-01-26,-96.0940884994272,17.228923581420922,759600558010,0.5681685196021065,"17.2289235814209, -96.0940884994272",tp_68,3.362
LT05,024048,1994-03-15,-96.0940884994272,17.228923581420922,763747719495,0.6532976827094474,"17.2289235814209, -96.0940884994272",tp_68,4.0834097158570115
LT05,024048,1994-05-02,-96.0940884994272,17.228923581420922,767894867932,0.6835820895522388,"17.2289235814209, -96.0940884994272",tp_68,4.62129144851658
LT05,024048,1994-06-03,-96.0940884994272,17.228923581420922,770659632986,0.6532754252623959,"17.2289235814209, -96.0940884994272",tp_68,4.29874213836478
LT05,024048,1994-06-19,-96.0940884994272,17.228923581420922,772042012385,0.7079345476999074,"17.2289235814209, -96.0940884994272",tp_68,4.05524861878453
LT05,024048,1994-09-23,-96.0940884994272,17.228923581420922,780336261684,0.6640340218712029,"17.2289235814209, -96.0940884994272",tp_68,3.29585087191822
LT05,024048,1994-10-25,-96.0940884994272,17.228923581420922,783101001703,0.7864380358534684,"17.2289235814209, -96.0940884994272",tp_68,5.630272952853598
LT05,024048,1994-11-26,-96.0940884994272,17.228923581420922,785865735465,0.7232580961727183,"17.2289235814209, -96.0940884994272",tp_68,4.782828282828283
