landsat,row_path,date,longitude,latitude,time,NDVI,tps_coords,tp,CI1
LT05,024048,1993-01-07,-96.11349210956418,17.2264981301538,726422975615,0.5360536612632756,"17.2264981301538, -96.1134921095642",tp_51,3.1387478849407784
LT05,024048,1993-03-12,-96.11349210956418,17.2264981301538,731952613144,0.5221459762944479,"17.2264981301538, -96.1134921095642",tp_51,3.543388429752066
LT05,024048,1993-04-13,-96.11349210956418,17.2264981301538,734717422113,0.5220552593310712,"17.2264981301538, -96.1134921095642",tp_51,2.811034482758621
LT05,024048,1993-04-29,-96.11349210956418,17.2264981301538,736099828859,0.5667870036101083,"17.2264981301538, -96.1134921095642",tp_51,3.1313526192337764
LT05,024048,1993-05-15,-96.11349210956418,17.2264981301538,737482231618,0.5501696558410082,"17.2264981301538, -96.1134921095642",tp_51,3.0444277108433737
LT05,024048,1993-05-31,-96.11349210956418,17.2264981301538,738864635287,0.6424702058504875,"17.2264981301538, -96.1134921095642",tp_51,3.941176470588235
LT05,024048,1993-09-04,-96.11349210956418,17.2264981301538,747159024207,0.6801346801346801,"17.2264981301538, -96.1134921095642",tp_51,3.7757111597374178
LT05,024048,1993-12-09,-96.11349210956418,17.2264981301538,755453393615,0.6508620689655172,"17.2264981301538, -96.1134921095642",tp_51,3.5262135922330096
LT05,024048,1994-01-10,-96.11349210956418,17.2264981301538,758218170407,0.6052782558806655,"17.2264981301538, -96.1134921095642",tp_51,3.4884836852207295
LT05,024048,1994-01-26,-96.11349210956418,17.2264981301538,759600558010,0.6299559471365639,"17.2264981301538, -96.1134921095642",tp_51,3.45
LT05,024048,1994-03-15,-96.11349210956418,17.2264981301538,763747719495,0.5807962529274004,"17.2264981301538, -96.1134921095642",tp_51,3.707368421052632
LT05,024048,1994-05-02,-96.11349210956418,17.2264981301538,767894867932,0.6168359941944848,"17.2264981301538, -96.1134921095642",tp_51,3.4623161764705883
LT05,024048,1994-06-03,-96.11349210956418,17.2264981301538,770659632986,0.6363636363636364,"17.2264981301538, -96.1134921095642",tp_51,3.507518796992481
LT05,024048,1994-06-19,-96.11349210956418,17.2264981301538,772042012385,0.6880646695197337,"17.2264981301538, -96.1134921095642",tp_51,3.880698351115422
LT05,024048,1994-10-25,-96.11349210956418,17.2264981301538,783101001703,0.6379228203906622,"17.2264981301538, -96.1134921095642",tp_51,4.127431906614786
LT05,024048,1994-11-26,-96.11349210956418,17.2264981301538,785865735465,0.6955352339967724,"17.2264981301538, -96.1134921095642",tp_51,4.481981981981982
LT05,024048,1994-12-12,-96.11349210956418,17.2264981301538,787248106629,0.6416184971098265,"17.2264981301538, -96.1134921095642",tp_51,3.872251308900524
LT05,024048,1994-12-28,-96.11349210956418,17.2264981301538,788630474967,0.6491620111731844,"17.2264981301538, -96.1134921095642",tp_51,4.593279258400927
LT05,024048,1995-01-13,-96.11349210956418,17.2264981301538,790012840990,0.6031007751937985,"17.2264981301538, -96.1134921095642",tp_51,3.7343895619757688
LT05,024048,1995-02-14,-96.11349210956418,17.2264981301538,792777565003,0.5790094339622641,"17.2264981301538, -96.1134921095642",tp_51,3.235399820305481
LT05,024048,1995-04-03,-96.11349210956418,17.2264981301538,796924648731,0.5401419989077008,"17.2264981301538, -96.1134921095642",tp_51,3.074818986323411
LT05,024048,1995-04-19,-96.11349210956418,17.2264981301538,798307007978,0.5764347384459116,"17.2264981301538, -96.1134921095642",tp_51,3.3726169844020797
LT05,024048,1995-05-05,-96.11349210956418,17.2264981301538,799689365626,0.5946321147616844,"17.2264981301538, -96.1134921095642",tp_51,3.196400625978091
LT05,024048,1995-06-06,-96.11349210956418,17.2264981301538,802454076830,0.6516192345436702,"17.2264981301538, -96.1134921095642",tp_51,3.755555555555555
LT05,024048,1995-08-25,-96.11349210956418,17.2264981301538,809365859319,0.729061270376616,"17.2264981301538, -96.1134921095642",tp_51,4.585915492957747
LT05,024048,1995-10-12,-96.11349210956418,17.2264981301538,813512914197,0.6060749881347888,"17.2264981301538, -96.1134921095642",tp_51,3.2840283241542094
LT05,024048,1995-12-15,-96.11349210956418,17.2264981301538,819042547748,0.6701030927835051,"17.2264981301538, -96.1134921095642",tp_51,3.929032258064516
LT05,024048,1996-01-16,-96.11349210956418,17.2264981301538,821807485657,0.6104956268221574,"17.2264981301538, -96.1134921095642",tp_51,3.650875386199794
LT05,024048,1996-04-05,-96.11349210956418,17.2264981301538,828719805870,0.5715789473684211,"17.2264981301538, -96.1134921095642",tp_51,3.252136752136752
LT05,024048,1996-05-23,-96.11349210956418,17.2264981301538,832867176544,0.6188642925890279,"17.2264981301538, -96.1134921095642",tp_51,3.079804560260586
LT05,024048,1996-09-12,-96.11349210956418,17.2264981301538,842544337532,0.7207433450527373,"17.2264981301538, -96.1134921095642",tp_51,4.6411428571428575
LT05,024048,1996-10-30,-96.11349210956418,17.2264981301538,846691686748,0.6606974552309143,"17.2264981301538, -96.1134921095642",tp_51,4.198994974874372
LT05,024048,1996-11-15,-96.11349210956418,17.2264981301538,848074131616,0.5996656916005014,"17.2264981301538, -96.1134921095642",tp_51,3.127296587926509
LT05,024048,1996-12-17,-96.11349210956418,17.2264981301538,850839022584,0.6806231742940604,"17.2264981301538, -96.1134921095642",tp_51,4.4215885947046845
LT05,024048,1997-01-02,-96.11349210956418,17.2264981301538,852221468423,0.5784350430550356,"17.2264981301538, -96.1134921095642",tp_51,3.1616696061140503
LT05,024048,1997-02-19,-96.11349210956418,17.2264981301538,856368797299,0.6445916114790287,"17.2264981301538, -96.1134921095642",tp_51,3.8545081967213113
LT05,024048,1997-03-23,-96.11349210956418,17.2264981301538,859133672899,0.6028955532574974,"17.2264981301538, -96.1134921095642",tp_51,3.8190757128810224
LT05,024048,1997-04-24,-96.11349210956418,17.2264981301538,861898541747,0.6130580892942871,"17.2264981301538, -96.1134921095642",tp_51,3.979323308270677
LT05,024048,1998-01-05,-96.11349210956418,17.2264981301538,884017399196,0.4835493519441675,"17.2264981301538, -96.1134921095642",tp_51,3.503637833468068
LT05,024048,1998-01-21,-96.11349210956418,17.2264981301538,885399819253,0.5245559038662487,"17.2264981301538, -96.1134921095642",tp_51,3.8544973544973544
LT05,024048,1998-02-22,-96.11349210956418,17.2264981301538,888164658891,0.4671115347950429,"17.2264981301538, -96.1134921095642",tp_51,3.0164271047227924
LT05,024048,1998-03-26,-96.11349210956418,17.2264981301538,890929487648,0.5067829457364341,"17.2264981301538, -96.1134921095642",tp_51,3.353702372393961
LT05,024048,1998-04-27,-96.11349210956418,17.2264981301538,893694311097,0.5202702702702703,"17.2264981301538, -96.1134921095642",tp_51,2.925609756097561
LT05,024048,1998-06-14,-96.11349210956418,17.2264981301538,897841555557,0.499421519475511,"17.2264981301538, -96.1134921095642",tp_51,3.0199530516431925
LT05,024048,1998-12-07,-96.11349210956418,17.2264981301538,913048020156,0.5526417277284998,"17.2264981301538, -96.1134921095642",tp_51,3.488239033693579
LT05,024048,1999-01-08,-96.11349210956418,17.2264981301538,915812825402,0.5632730732635585,"17.2264981301538, -96.1134921095642",tp_51,3.4959546925566345
LT05,024048,1999-02-09,-96.11349210956418,17.2264981301538,918577634398,0.4956605593056895,"17.2264981301538, -96.1134921095642",tp_51,3.484988452655889
LT05,024048,1999-02-25,-96.11349210956418,17.2264981301538,919960036936,0.4939121228163049,"17.2264981301538, -96.1134921095642",tp_51,3.3753918495297808
LT05,024048,1999-03-13,-96.11349210956418,17.2264981301538,921342424902,0.4906474820143885,"17.2264981301538, -96.1134921095642",tp_51,3.4261241970021414
LT05,024048,1999-04-14,-96.11349210956418,17.2264981301538,924107206186,0.5309973045822103,"17.2264981301538, -96.1134921095642",tp_51,3.189336978810663
LT05,024048,1999-04-30,-96.11349210956418,17.2264981301538,925489604583,0.530741410488246,"17.2264981301538, -96.1134921095642",tp_51,3.3044397463002113
LT05,024048,1999-08-04,-96.11349210956418,17.2264981301538,933783944820,0.686826066572902,"17.2264981301538, -96.1134921095642",tp_51,3.6494312306101344
LT05,024048,1999-10-23,-96.11349210956418,17.2264981301538,940695871874,0.7038724373576309,"17.2264981301538, -96.1134921095642",tp_51,4.513874614594039
LT05,024048,2000-01-11,-96.11349210956418,17.2264981301538,947607781869,0.5948103792415169,"17.2264981301538, -96.1134921095642",tp_51,3.492091388400703
LT05,024048,2000-01-27,-96.11349210956418,17.2264981301538,948990150797,0.5745998967475477,"17.2264981301538, -96.1134921095642",tp_51,3.66130473637176
LT05,024048,2000-02-12,-96.11349210956418,17.2264981301538,950372523091,0.5963821368004523,"17.2264981301538, -96.1134921095642",tp_51,3.892156862745098
LT05,024048,2000-02-28,-96.11349210956418,17.2264981301538,951754886133,0.5241575314656922,"17.2264981301538, -96.1134921095642",tp_51,2.8725124378109452
LT05,024048,2000-04-16,-96.11349210956418,17.2264981301538,955902161311,0.5672645739910314,"17.2264981301538, -96.1134921095642",tp_51,3.9791073124406457
LT05,024048,2000-05-02,-96.11349210956418,17.2264981301538,957284611005,0.5152019991670137,"17.2264981301538, -96.1134921095642",tp_51,2.8106291997556507
LT05,024048,2000-05-18,-96.11349210956418,17.2264981301538,958667030379,0.5905856595511768,"17.2264981301538, -96.1134921095642",tp_51,3.945529290853032
LT05,024048,2000-07-05,-96.11349210956418,17.2264981301538,962814290810,0.6706008583690987,"17.2264981301538, -96.1134921095642",tp_51,3.912599318955732
