plot_id,lat,lon,landsat,row_path,date,sat_time,ndvinc,ndvi,ci1,ci2,evi,ndwi,b1,b2,b3,b4,b5,b6,b7
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-01-07,726422975615,0.6514423076923077,0.6514423076923077,3.449822904368359,550.8333333333334,2.1593625498007967,0.27932960893854747,248,309,290,1374,774,2874,310
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-03-12,731952613144,0.6760828625235404,0.6760828625235404,3.503067484662577,539.1666666666666,2.11757766417617,0.2744630071599045,215,342,258,1335,760,2906,325
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-03-28,733335014327,0.5997859818084538,0.5997859818084538,3.01860465116279,643.6666666666666,1.84375,0.2616033755274262,296,405,374,1495,875,2920,417
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-04-13,734717422113,0.6647009267059815,0.6647009267059815,3.464763603925067,748.8333333333334,1.813793103448276,0.3488054607508532,292,431,398,1976,954,2902,442
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-04-29,736099828859,0.6793501496365968,0.6793501496365968,3.636711281070746,710.5,1.8015873015873016,0.361997226074896,268,403,375,1964,920,2915,333
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-05-15,737482231618,0.7181153533712429,0.7181153533712429,3.7885167464114833,736,2.532225723288456,0.3928218636812644,327,371,347,2115,922,2911,334
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-05-31,738864635287,0.7514619883040936,0.7514619883040936,4.566451612903226,629.5,2.041843220338983,0.34707646176911544,192,328,255,1797,871,2924,334
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-09-04,747159024207,0.7257248044178555,0.7257248044178555,4.578579743888242,690.8333333333334,1.9078151463827728,0.29132231404958675,213,348,298,1875,1029,2879,382
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1993-12-09,755453393615,0.6790697674418604,0.6790697674418604,3.975429975429976,574.8333333333334,1.832444304989018,0.2341880341880342,201,337,276,1444,896,2855,295
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1994-01-10,758218170407,0.6372340425531915,0.6372340425531915,3.233805668016194,602.6666666666666,1.946701332466688,0.30038022813688214,273,374,341,1539,828,2855,261
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1994-01-26,759600558010,0.7080207732256203,0.7080207732256203,3.8958333333333335,536,2.098871022921656,0.32379248658318427,205,310,253,1480,756,2879,212
72496_2,17.22422090090855,-96.08419355657256,LT05,024048,1994-03-15,763747719495,0.7009174311926606,0.7009174311926606,3.7104072398190047,630,1.708407871198569,0.444487728866381,210,348,326,1854,713,2893,329
