plot_id,lat,lon,landsat,row_path,date,sat_time,ndvinc,ndvi,ci1,ci2,evi,ndwi,b1,b2,b3,b4,b5,b6,b7
67308_2,18.25094137174011,-96.93969513425095,LT05,024047,1993-01-07,726422951825,0.6804476220080821,0.6804476220080821,4.172932330827067,1113.6666666666667,1.8162960504480583,0.22752043596730245,370,579,514,2703,1701,2893,815
67308_2,18.25094137174011,-96.93969513425095,LT05,025047,1993-01-14,727028127281,0.6209317166560306,0.6209317166560306,2.9739696312364425,1075.3333333333333,2.252314814814815,0.2662013958125623,526,724,594,2540,1472,2869,596
67308_2,18.25094137174011,-96.93969513425095,LT05,024047,1993-01-23,727805362580,0.5202830188679245,0.5202830188679245,2.6714839619316177,1586.6666666666667,1.5763898813777333,0.1934826883910387,777,1043,1017,3223,2178,2831,1282
67308_2,18.25094137174011,-96.93969513425095,LT05,025047,1993-01-30,728410537973,NA,0.0107786034678985,0.586427914463095,8973.833333333334,-0.00410203624059843,0.08028048082427018,20000,7404,7388,7549,6427,2740,5075
67308_2,18.25094137174011,-96.93969513425095,LT05,024047,1993-02-08,729187773330,0.6235668789808917,0.6235668789808917,3.3331431831146605,1122.6666666666667,1.7413731768054073,0.2149666348903718,438,724,591,2549,1647,2869,787
67308_2,18.25094137174011,-96.93969513425095,LT05,025047,1993-02-15,729792946878,0.6896278701504355,0.6896278701504355,5.383534136546185,926,1.3915961016136764,0.13874066168623267,181,423,392,2134,1614,2942,812
67308_2,18.25094137174011,-96.93969513425095,LT05,024047,1993-02-24,730570176494,0.5835322195704057,0.5835322195704057,3.435391800726518,1253.6666666666667,1.6700819672131149,0.1447056286392064,522,707,698,2654,1983,2951,958
67308_2,18.25094137174011,-96.93969513425095,LT05,025047,1993-03-03,731175354681,0.6217765042979942,0.6217765042979942,3.8459363957597175,1004.1666666666666,1.6753522486006562,0.1751881650661822,379,508,528,2264,1589,2920,757
67308_2,18.25094137174011,-96.93969513425095,LT05,024047,1993-03-12,731952589349,0.6380697050938338,0.6380697050938338,4.455801104972376,1148.1666666666667,1.5330112721417068,0.09892086330935251,344,564,540,2444,2004,2947,993
67308_2,18.25094137174011,-96.93969513425095,LT05,025047,1993-03-19,732557760231,0.6235978396343996,0.6235978396343996,4.140495867768595,901.1666666666666,1.5486999587288486,0.12234348075818496,300,457,453,1954,1528,2981,715
