plot_id,lat,lon,landsat,row_path,date,sat_time,ndvinc,ndvi,ci1,ci2,evi,ndwi,b1,b2,b3,b4,b5,b6,b7
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-01-07,726422951825,0.7730776833366277,0.7730776833366277,4.93379604911906,1609.3333333333333,2.2817969661610267,0.30700859682354653,486,813,574,4485,2378,2929,920
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-02-15,729792946878,0.7914110429447853,0.7914110429447853,6.025620496397118,1282.1666666666667,1.8073301950235376,0.30637079455977095,232,592,425,3650,1938,2964,856
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-03-03,731175354681,0.6468770690796734,0.6468770690796734,3.1012608353033886,1543,2.4267262791852957,0.2863299431132563,735,1003,800,3731,2070,2933,919
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-03-12,731952589349,0.7367040305270689,0.7367040305270689,5.00187265917603,1405,1.9203033693895313,0.24969967393169729,391,659,552,3641,2186,2960,1001
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-03-19,732557760231,0.6591375770020534,0.6591375770020534,3.3196881091617936,1322.8333333333333,2.112189504852772,0.28713659896455596,557,831,664,3232,1790,2942,863
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-04-04,733940164367,0.5937122128174124,0.5937122128174124,3.1075845012366035,1504.3333333333333,1.8046162893266688,0.21654052058334872,658,928,840,3295,2122,2902,1183
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-04-13,734717398316,0.6622943000238493,0.6622943000238493,3.505834829443447,1494.3333333333333,2.534684191310697,0.23406515580736545,666,854,708,3485,2163,2955,1090
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-05-31,738864611486,0.7573948439620082,0.7573948439620082,5.117647058823529,1235,1.964939453675021,0.24874662553027385,316,631,447,3238,1948,2973,830
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-07-18,743011803302,0.7209113100081367,0.7209113100081367,4.197049024274155,1600.8333333333333,2.136484205449723,0.2967504598405886,560,855,686,4230,2294,2906,980
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-07-25,743616973336,0.7248088950660181,0.7248088950660181,4.728424864212432,1400,1.7507833482542523,0.2884582107631078,376,687,594,3723,2056,2920,964
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-08-26,746381772096,0.8291896869244936,0.8291896869244936,7.040250447227192,1300.3333333333333,1.943874797625472,0.34177642688280985,209,538,371,3973,1949,2929,762
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-10-06,749923793845,0.8274820687051717,0.8274820687051717,5.97951582867784,1637,2.42263483642794,0.33784717424347105,408,746,457,4841,2396,2915,974
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-10-29,751911356290,0.7340663815923437,0.7340663815923437,4.412537917087968,1580.6666666666667,2.056709265175719,0.3115663021715694,506,819,653,4258,2235,2893,1013
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1993-11-14,753293747189,0.7046332046332047,0.7046332046332047,3.3078512396694215,628.1666666666666,2.2385771235817233,0.4219001610305958,263,399,306,1766,718,2915,317
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1993-12-09,755453369941,0.7864916220418035,0.7864916220418035,4.8466228893058165,1814.3333333333333,2.690898345153665,0.33410732714138286,620,894,618,5171,2581,2920,1002
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-01-01,757440925963,0.7675840978593272,0.7675840978593272,5.127338563669282,1475.5,2.0050211114914984,0.2903843087226918,381,744,532,4046,2225,2906,925
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-01-10,758218146586,0.7871996769634565,0.7871996769634565,5.4937759336099585,1580.3333333333333,2.162986796848996,0.29282897619395354,411,749,527,4426,2421,2883,948
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-01-17,758823309850,0.7461485398942286,0.7461485398942286,4.742105263157895,1414.5,2.09625322997416,0.2756593314295313,432,726,552,3797,2156,2929,824
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-01-26,759600534186,0.7742826780021254,0.7742826780021254,4.988235294117647,1559.8333333333333,2.5221545278316255,0.27664780547484324,500,754,531,4174,2365,2915,1035
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-03-06,762970474452,0.7754279959718026,0.7754279959718026,5.368191721132898,1273.1666666666667,2.0287182189434856,0.2918116871221835,321,610,446,3526,1933,2942,803
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-05-02,767894844100,0.7617528185492448,0.7617528185492448,4.324338085539715,1531,2.717407800880255,0.3110653791356657,561,843,560,4141,2176,2955,905
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-05-09,768500006469,0.6879330943847073,0.6879330943847073,3.2957998212689903,1430.1666666666667,3.292543458371455,0.2951961862852952,702,883,653,3532,1922,2924,889
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-05-25,769882390305,0.652822680925143,0.652822680925143,2.8812277580071175,1316.3333333333333,2.4745475113122173,0.3563265306122449,648,902,698,3323,1577,2933,750
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-06-03,770659609297,0.7864548863887051,0.7864548863887051,5.240384615384615,1426.1666666666667,2.0840640710861686,0.324934554973822,357,719,484,4049,2063,2942,885
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-07-12,774029523314,0.8067264573991031,0.8067264573991031,5.575382374362709,1320.3333333333333,2.0426933121380717,0.3793221499486477,295,647,431,4029,1813,2920,707
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-09-14,779559023522,0.660770688566014,0.660770688566014,3.2070675759454432,1026,1.863199144994656,0.3478595231991797,406,670,537,2629,1272,2888,642
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-10-16,782323767204,0.8302158273381295,0.8302158273381295,6.4129615674453655,1434.6666666666667,2.061345309788711,0.3738620583243326,271,643,413,4452,2029,2947,800
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-11-26,785865711762,0.837661158525513,0.837661158525513,6.5262440354464895,1607.6666666666667,2.0518637131927764,0.38308049747164136,283,737,447,5060,2257,2924,862
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1994-12-03,786470870302,0.818394388152767,0.818394388152767,6.343390804597701,1492.3333333333333,1.9415680473372785,0.3829282750444576,274,652,466,4666,2082,2915,814
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-12-12,787248082926,0.8605115907274181,0.8605115907274181,6.628105590062112,1449.8333333333333,2.4245495495495497,0.4114614918132201,308,631,349,4655,1941,2902,815
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1994-12-28,788630451262,0.848947266756809,0.848947266756809,6.305013927576602,1543,2.3974470870608773,0.3832369942196532,340,705,391,4786,2134,2933,902
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-01-04,789235607526,0.5825021373610715,0.5825021373610715,2.837514384349827,2554.8333333333335,2.01418998817501,0.24214293703165193,1236,1644,1465,5553,3388,2879,2043
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1995-01-13,790012817285,0.7971375233354075,0.7971375233354075,5.914807302231237,1467.5,2.0143620924625223,0.3247706422018349,333,657,489,4332,2208,2938,786
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-02-05,792000334710,0.785135448020375,0.785135448020375,5.253465346534654,1385.5,2.1154086088583903,0.3052310817673946,351,700,464,3855,2052,2902,891
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1995-02-14,792777541151,0.6745474695234577,0.6745474695234577,3.2422425952045133,1781.8333333333333,2.550279329608939,0.3208041958041958,832,1123,881,4533,2331,2920,991
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-03-25,796147417575,0.7105189340813465,0.7105189340813465,4.128318584070796,1197.8333333333333,2.108373564175129,0.2730688935281837,419,647,516,3049,1741,2951,815
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1995-04-19,798306984118,0.7249860257126887,0.7249860257126887,4.811554332874828,1237.5,2.033552837880213,0.22436024598293988,380,582,492,3086,1955,2981,930
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-05-28,801676849915,0.6440516005733397,0.6440516005733397,3.243836844464366,1406,1.9841036208419192,0.2890054317287882,602,884,745,3441,1898,2855,866
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1995-06-06,802454053112,0.7175310758679811,0.7175310758679811,3.836936090225564,1529.5,2.4334932402965546,0.3167926388432468,603,866,659,4007,2079,2968,963
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-07-15,805823918430,0.6841886557240806,0.6841886557240806,3.597306689834926,1598.1666666666667,1.9974523838408345,0.31441543700340524,599,943,760,4053,2114,2860,1120
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-07-31,807206275355,0.8218065468865371,0.8218065468865371,6.261840929401251,1183,2.001078748651564,0.3825177437429959,227,530,362,3701,1653,2933,625
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-10-19,814118038048,0.7574972232506479,0.7574972232506479,4.880020865936359,1643.8333333333333,1.9910471000389256,0.34647567720890654,472,790,655,4747,2304,2902,895
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1995-12-06,818265254453,0.79585326953748,0.79585326953748,6.353188507358094,1508.5,1.7141875644108553,0.32763448784082533,234,681,512,4504,2281,2938,839
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1995-12-15,819042524015,0.8306188925081434,0.8306188925081434,6.193050193050193,1627.1666666666667,2.1490776289914786,0.3780138945647732,337,749,468,5058,2283,2924,868
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-01-16,821807461923,0.7523730912092448,0.7523730912092448,4.811074918566775,1560,2.1769763553857175,0.2956972841013122,488,754,600,4246,2308,2893,964
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-01-23,822412662333,0.7100248550124275,0.7100248550124275,4.909604519774011,1241,1.5961013161162154,0.23248407643312105,296,595,525,3096,1928,2929,1006
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-02-08,823795128990,0.6706499562809677,0.6706499562809677,4.1772639691714835,1195.5,1.5805742547053168,0.22347918890074703,349,643,565,2866,1819,2874,931
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-02-24,825177594220,0.6862102849656077,0.6862102849656077,4.936923076923077,1104.8333333333333,1.596068870943166,0.14501779359430603,289,532,479,2574,1922,2938,833
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-04-12,829324978937,0.66714822305692,0.66714822305692,3.5281730221969267,1168.6666666666667,2.1705207745816884,0.27036547776309994,491,690,576,2885,1657,2964,713
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-04-21,830102240799,0.7483345669874167,0.7483345669874167,4.35842501447597,1357.5,2.4991760052735663,0.2802168021680217,476,741,510,3543,1992,2947,883
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-06-24,835632057658,0.7293640054127198,0.7293640054127198,4.182207931404073,1432.1666666666667,2.0250469630557295,0.3177521910981268,459,807,600,3834,1985,2855,908
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-07-10,837014507403,0.6546674801708359,0.6546674801708359,2.9741176470588235,525,1.8033613445378152,0.3964984552008239,209,358,283,1356,586,2897,358
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-09-12,842544313779,0.7934588701684836,0.7934588701684836,5.056404230317273,1512.6666666666667,2.324082675336739,0.3782178217821782,446,735,521,4524,2041,2915,809
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-09-28,843926765701,0.8329147831910263,0.8329147831910263,5.754621848739496,1764.1666666666667,2.602531910441515,0.39057538422456495,492,794,499,5474,2399,2920,927
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-10-21,845914407496,0.8312526904864399,0.8312526904864399,6.4270186335403725,1386.3333333333333,2.2547874824848204,0.35780402170443665,310,586,392,4254,2012,2960,764
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1996-11-22,848679298068,0.8117795011527982,0.8117795011527982,6.131597975415763,1415.1666666666667,2.1212619125862635,0.35041399781284177,327,607,449,4322,2079,2924,707
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1996-12-17,850838998824,0.7786749862360066,0.7786749862360066,5.008130081300813,1615.5,2.099455714992578,0.37611813147806333,455,787,603,4846,2197,2902,805
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1997-02-26,856973961550,0.7306646898937484,0.7306646898937484,4.687263556116015,1318.8333333333333,1.8560130554858147,0.2809070958302853,372,669,545,3502,1966,2911,859
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1997-03-23,859133649129,0.7509727626459144,0.7509727626459144,4.22912353347136,1105.5,2.342233009708738,0.3580513041603794,394,607,448,3150,1489,2911,545
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1997-03-30,859738835442,0.7919237240605721,0.7919237240605721,5.664412510566357,1131.1666666666667,2.231000158002844,0.2914308811641067,301,511,371,3195,1753,2964,656
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1997-04-24,861898517976,0.7631935047361299,0.7631935047361299,4.123259412068077,1464.6666666666667,3.5103734439834025,0.31350806451612906,620,794,525,3909,2043,2981,897
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1997-05-01,862503703415,0.6411840411840412,0.6411840411840412,2.9951775537045155,1343.8333333333333,3.089037698412698,0.27265469061876246,714,870,697,3188,1822,2968,772
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1997-07-04,868033436415,0.8115211043270507,0.8115211043270507,5.971504897595726,1126.3333333333333,1.9669283232531207,0.3488831784937735,221,547,355,3412,1647,2920,576
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1997-09-15,874340403605,0.7328346246326476,0.7328346246326476,3.7983970406905057,1167.8333333333333,2.6771422994339256,0.37941301573798386,491,631,500,3243,1459,2841,683
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1997-10-24,877710440444,0.8370208105147864,0.8370208105147864,6.827326068734283,1342.3333333333333,2.2590753222182807,0.3593775328254174,293,528,372,4193,1976,2977,692
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1997-12-20,882634952069,0.6680851063829787,0.6680851063829787,3.548632744894427,2010.5,2.164442483732216,0.293558606124604,829,1085,975,4900,2676,2821,1598
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1998-01-05,884017375410,0.8201736254650682,0.8201736254650682,6.79803328290469,1473.8333333333333,2.2222222222222223,0.31530993278566094,340,547,435,4403,2292,2911,826
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1998-01-12,884622555524,0.7791307999160193,0.7791307999160193,5.222557297949336,1502.5,2.140632210429165,0.3142059553349876,408,724,526,4237,2211,2924,909
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1998-01-21,885399795465,0.8149947201689546,0.8149947201689546,6.7690582959641254,1484.5,2.219857340082835,0.28710498726973194,344,556,438,4297,2380,2947,892
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1998-02-06,886782217204,0.7651426338413443,0.7651426338413443,4.77929584866001,1606,2.309506959188488,0.32735821334116955,518,784,601,4517,2289,2906,927
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1998-02-22,888164635099,0.8041032428855063,0.8041032428855063,5.7615756738078785,1411.8333333333333,2.1675784966698384,0.31627233220666345,340,663,444,4089,2124,2964,811
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1998-03-17,890152228072,0.7509917607567898,0.7509917607567898,5.510362694300518,1097.1666666666667,1.7451425329740464,0.24064864864864863,239,511,408,2869,1756,2977,800
66139_3,18.43349700377888,-96.92886145192448,LT05,024047,1998-03-26,890929463853,0.6857938718662953,0.6857938718662953,4.460694698354661,1321.1666666666667,1.8408852998355016,0.16992074231587087,409,668,564,3026,2147,2955,1113
66139_3,18.43349700377888,-96.92886145192448,LT05,025047,1998-04-02,891534639350,0.5644682115270351,0.5644682115270351,3.4435524335173104,1327.3333333333333,1.4439884480924152,0.10909856781802864,499,761,733,2633,2115,3015,1223
